"Name","Age","Class/Dept","Ticket","Joined","Job","Boat [Body]"
"HARRISON, Mr Norman E.",38,"Engineering Crew","","Belfast","Junior 2nd. Engineer",""
"HART, Mr Benjamin",47,"2nd Class Passenger","13529£26 5s","Southampton","Builder",""
"HART, Mr Henry",30,"3rd Class Passenger","394140£6 17s 2d","Queenstown","General Labourer",""
"HART, Mr James",54,"Engineering Crew","","Southampton","Fireman",""
"HARTLEY, Mr Wallace Henry",33,"2nd Class PassengerMusician",250654,"Southampton","Musician","[224]"
"HARVEY, Mr Herbert Gifford",34,"Engineering Crew","","Belfast","Junior Assistant 2nd. Engineer",""
"HATCH, Mr Hugh",21,"Victualling Crew","","Southampton","Scullion",""
"HAWKESWORTH, Mr James",52,"Victualling Crew","","Southampton","Saloon Steward (2nd class)",""
"HAWKESWORTH, Mr William Walter",43,"Victualling Crew","","Southampton","Deck Steward (1st class)",""
"HAYS, Mr Charles Melville",55,"1st Class Passenger","12749£93 10s","Southampton","Businessman","[307]"
"HAYTER, Mr Arthur",44,"Victualling Crew","","Belfast","Bed Room Steward","[25]"
"HEAD, Mr Christopher",42,"1st Class Passenger","113038£42 10s","Southampton","Politician",""
"HEAD, Mr Alfred",24,"Engineering Crew","","Southampton","Fireman",""
"HEGARTY, Miss Hanora",20,"3rd Class Passenger","365226£6 15s","Queenstown","",""
"HEINEN, Mr Joseph Dominichus",30,"Victualling Crew","","Southampton","Saloon Steward (2nd class)",""
"HEININEN, Miss Wendla Maria",23,"3rd Class Passenger","3101290£7 18s 6d","Southampton","Servant","[8]"
"HENDEKOVIĆ, Mr Ignjac",30,"3rd Class Passenger","349243£7 17s 11d","Southampton","General Labourer","[306]"
"HENDY, Mr Edward Martin",39,"Victualling Crew","","Belfast","Saloon Steward",""
"HENRIKSSON, Miss Jenny Lovisa",28,"3rd Class Passenger","347086£7 15s 6d","Southampton","Servant","[3]"
"HENRY, Miss Bridget",22,"3rd Class Passenger","382649£7 15s","Queenstown","",""
"HENSFORD, Mr Herbert George Ernest",26,"Victualling Crew","","Southampton","Assistant Butcher",""
"HERMAN, Mr Samuel",50,"2nd Class Passenger","220845£65","Southampton","Farmer",""
"HESKETH, Mr John Henry",33,"Engineering Crew","","Belfast","Second Engineer (refrigeration)",""
"HESLIN, Mr James",51,"Engineering Crew","","Southampton","Trimmer",""
"HEWITT, Mr Thomas",37,"Victualling Crew","","Belfast","Bed Room Steward (1st class)","[168]"
"HICKMAN, Mr Leonard Mark",24,"2nd Class Passenger","14879£73 10s","Southampton","",""
"HICKMAN, Mr Lewis",32,"2nd Class Passenger","14879£73 10s","Southampton","","[256]"
"HICKMAN, Mr Stanley George",21,"2nd Class Passenger","14879£73 10s","Southampton","",""
"HILL, Mr James",25,"Engineering Crew","","Southampton","Trimmer",""
"HILL, Mr Henry Parkinson",37,"Victualling Crew","","Southampton","Steward",""
"HILL, Mr James Colston",43,"Victualling Crew","","Belfast","1st Class Bedroom Steward","[152]"
"HILLIARD, Mr Herbert Henry",44,"1st Class Passenger","17463£51 17s 3d","Southampton","Buyer",""
"HILTUNEN, Miss Martta Maria",18,"2nd Class Passenger","250650£13","Southampton","",""
"HINCKLEY, Mr George Herbert",40,"Victualling Crew","","Southampton","Bathroom Steward (1st Class)","[66]"
"HINE, Mr William Edward",36,"Victualling Crew","","Southampton","3rd Baker",""
"HINTON, Mr Stephen William",30,"Engineering Crew","","Southampton","Trimmer","[85]"
"HIPKINS, Mr William Edward",55,"1st Class Passenger","680£50","Southampton","Manufacturer",""
"HISCOCK, Mr Sydney George",25,"Victualling Crew","","Southampton","Plate Steward",""
"HOARE, Mr Leonard James",18,"Victualling Crew","","Belfast","Saloon Steward",""
"HOCKING, Mr Richard George",23,"2nd Class Passenger","29104£11 10s","Southampton","Baker",""
"HOCKING, Mr Samuel James Metcalfe",36,"2nd Class Passenger","242963£13","Southampton","Painter & Decorator",""
"HODGE, Mr Charley",29,"Engineering Crew","","Belfast","Senior Assistant 3rd. Engineer",""
"HODGES, Mr Henry Price",50,"2nd Class Passenger","250643£13","Southampton","Musical Instrument Vendor","[149]"
"HODGES, Mr W.",26,"Engineering Crew","","Southampton","Fireman",""
"HODGKINSON, Mr Leonard",46,"Engineering Crew","","Belfast","Senior 4th. Engineer",""
"HOGAN, Mr Albert John",19,"Victualling Crew","","Southampton","Scullion",""
"HOGG, Mr Charles William",43,"Victualling Crew","","Southampton","1st Class Bedroom Steward",""
"HOGUE, Mr E.",22,"Victualling Crew","","Southampton","Plate Steward",""
"HOLD, Mr Stephen",44,"2nd Class Passenger","26707£26","Southampton","Clerk",""
"HOLLAND, Mr Thomas",28,"Victualling Crew","","Belfast","Reception Steward",""
"HOLLOWAY, Mr Sidney",24,"Victualling Crew","","Southampton","Assistant clothes presser steward","[273]"
"HOLM, Mr John Fredrik Alexander",43,"3rd Class Passenger","7075£6 9s","Southampton","Seaman",""
"HOLMAN, Mr Harry",29,"Deck Crew","","Belfast","Able Seaman",""
"HOLTEN, Mr Johan Martin",18,"3rd Class Passenger","4001£22 10s 6d","Southampton","Seaman",""
"HOLVERSON, Mr Alexander Oskar",42,"1st Class Passenger","113789£52","Southampton","","[38]"
"HOOD, Mr Ambrose",21,"2nd Class Passenger","14879£73 10s","Southampton","",""
"HOPGOOD, Mr Roland John C.",29,"Engineering Crew","","Southampton","Fireman",""
"HOPKINS, Mr Frederick William",14,"Victualling Crew","","Southampton","Plate Steward",""
"HORGAN, Mr John",22,"3rd Class Passenger","370377£7 15s","Queenstown","General Labourer",""
"HOSGOOD, Mr Richard William",22,"Engineering CrewSubstitute Crew","","Southampton","Fireman","[242]"
"HOSKING, Mr George Fox",36,"Engineering Crew","","Belfast","Senior 3rd. Engineer",""
"HOUSE, Mr William Charles",45,"Victualling Crew","","Belfast","Saloon Steward (1st class)",""
"HOWARD, Mr Benjamin",63,"2nd Class Passenger","24065£26","Southampton","Retired",""
"HOWARD, Mrs Ellen Truelove",61,"2nd Class Passenger","24065£26","Southampton","",""
"HOWELL, Mr Arthur Albert",31,"Victualling Crew","","Belfast","Saloon Steward (1st class)","[319]"
"HOYT, Mr William Fisher",43,"1st Class Passenger","17600£30 13s 11d","Cherbourg","Businessman",14
"HUGHES, Mr William Thomas",34,"Victualling Crew","","Southampton","Assistant Second Steward (1st Class)",""
"HUMBLEN, Mr Adolf Mathias Nicolai Olsen",42,"3rd Class Passenger","348121£7 13s","Southampton","Farmer","[120]"
"HUMBY, Mr Frederick",17,"Victualling Crew","","Southampton","Plate Steward (2nd Class)",""
"HUME, Mr John Law",21,"2nd Class PassengerMusician",250654,"Southampton","Musician","[193]"
"HUMPHREYS, Mr Humphrey",31,"Victualling Crew","","Southampton","Assistant Saloon Steward, 2nd Class",""
"HUNT, Mr George Henry",34,"2nd Class Passenger","1585£12 5s 6d","Southampton","Gardener",""
"HUNT, Mr Tom",27,"Engineering Crew","","Southampton","Fireman",""
"HURST, Mr Charles John",40,"Engineering Crew","","Southampton","Fireman",""
"HUTCHINSON, Mr John Hall",28,"Deck Crew","","Belfast","Carpenter / Joiner",""
"HUTCHISON, Mr James",31,"Victualling Crew","","Southampton","Vegetable Cook","[250]"
"IBRĀHĪM, Mr Husayn Mahmūd Husayn",11,"3rd Class Passenger","2699£18 15s 9d","Cherbourg","",""
"IBRĀHĪM-SHAWAH, Mr Yūsuf Hānī",33,"3rd Class Passenger","2627£14 9s 2d","Cherbourg","",""
"IDE, Mr Harry John",31,"Victualling Crew","","Southampton","1st Class Bedroom Steward",""
"ILIEV, Mr Ilyo",32,"3rd Class Passenger","349220£7 17s 11d","Southampton","General Labourer",""
"ILMAKANGAS, Miss Ida Livija",17,"3rd Class Passenger","3101270£7 18s 6d","Southampton","Servant",""
"ILMAKANGAS, Miss Pieta Sofia",25,"3rd Class Passenger","3101271£7 18s 6d","Southampton","Servant",""
"INGRAM, Mr George",19,"Engineering Crew","","Southampton","Trimmer","[204]"
"INGROUILLE, Mr Henry",21,"Victualling Crew","","Southampton","Steward",""
"INGS, Mr William Ernest",20,"Victualling Crew","","Southampton","Scullion",""
"INSTANCE, Mr Thomas",31,"Engineering Crew","","Southampton","Fireman",""
"ISHAM, Miss Ann Elizabeth",50,"1st Class Passenger","17595£28 14s 3d","Cherbourg","",""
"IVYANOV, Mr Kostya",20,"3rd Class Passenger","349201£7 17s 11d","Southampton","General Labourer",""
"JABBUR (ZABOUR), Miss Thamine",19,"3rd Class Passenger","2665£14 9s 1d","Cherbourg","Housekeeper",""
"JABBUR (ZABOUR), Miss Hileni",16,"3rd Class Passenger","2665£14 9s 1d","Cherbourg","Housekeeper","[328]"
"JACKOPSON, Mr John Henry",30,"Engineering Crew","","Southampton","Fireman",""
"JACKSON, Mr Cecil",22,"Victualling Crew","","Belfast","Assistant boots steward (1st class)",""
"JACOBSEN, Mrs Gunhilde Oline 'Lena'",63,"3rd Class Passenger","65305£8 2s 3d","Southampton","",""
"JACOBSOHN, Mr Sidney Samuel",42,"2nd Class Passenger","243847£27","Southampton","Lawyer",""
"JAGO, Mr Joseph",59,"Engineering Crew","","Southampton","Greaser",""
"JAILLET, Mr Henri Marie",38,"Restaurant Staff","","Southampton","Pastry Cook (Restaurant)","[277]"
"JAMES, Mr Thomas",27,"Engineering Crew","","Southampton","Fireman",""
"JANAWAY, Mr William Frank",35,"Victualling Crew","","Belfast","Bed Room Steward",""
"JANIN, Mr Claude Marie",29,"Restaurant Staff","","Southampton","Soup Cook",""
"JARDIM, Mr José Neto",21,"3rd Class Passenger","3101305£7 1s","Southampton","General Labourer",""
"JARVIS, Mr Denzil John",46,"2nd Class Passenger","237565£15","Southampton","Engineer",""
"JEFFERY, Mr William Alfred",28,"Restaurant Staff","","Southampton","A la carte restaurant controller",""
"JEFFERYS, Mr Clifford Thomas",24,"2nd Class Passenger","31029£31 10s","Southampton","Granite Cutter",""
"JEFFERYS, Mr Ernest Wilfred",21,"2nd Class Passenger","31029£31 10s","Southampton","Granite Cutter",""
"JENKIN, Mr Stephen Curnow",32,"2nd Class Passenger","33111£10 10s","Southampton","Miner",""
"JENNER, Mr Thomas Henry (Harry)",55,"Victualling Crew","","Belfast","Saloon Steward",""
"JENSEN, Mr Hans Peder",20,"3rd Class Passenger","350050£7 17s 1d","Southampton","",""
"JENSEN, Mr Svend Lauritz",16,"3rd Class Passenger","350047£7 17s 1d","Southampton","Farmer",""
"JENSEN, Mr Niels Rasmus",48,"3rd Class Passenger","350048£7 1s 1d","Southampton","Farmer",""
"JENSEN, Mr Charles Valdemar",24,"Victualling Crew","","Southampton","Saloon Steward",""
"JOAS, Mr Nicolas",39,"Engineering Crew","","Southampton","Fireman",""
"JOHANSON, Mr Jakob Alfred",34,"3rd Class Passenger","3101264£6 9s 11d","Southampton","General Labourer","[143]"
"JOHANSSON, Mr Nils",30,"3rd Class Passenger","347467£7 17s 1d","Southampton","General Labourer",""
"JOHANSSON, Mr Erik",22,"3rd Class Passenger","350052£7 15s 11d","Southampton","General Labourer","[156]"
"JOHANSSON, Mr Gustaf Joël",33,"3rd Class Passenger","7540£8 13s 1d","Southampton","","[285]"
"JOHANSSON, Mr Karl Johan",31,"3rd Class Passenger","347063£7 15s 6d","Southampton","",""
"JOHNSON, Mr August",49,"3rd Class Passenger",370160,"Southampton","Seaman",""
"JOHNSON, Mr William Cahoone",19,"3rd Class Passenger",370160,"Southampton","Seaman",""
"JOHNSON, Mr Malkolm Joackim",33,"3rd Class Passenger","347062£7 15s 6d","Southampton","General Labourer","[37]"
"JOHNSTON, Mr Andrew Emslie",35,"3rd Class Passenger","6607£23 9s","Southampton","Plumber",""
"JOHNSTON, Mrs Eliza",36,"3rd Class Passenger","6607£23 9s","Southampton","",""
"JOHNSTON, Master William Andrew",8,"3rd Class Passenger","6607£23 9s","Southampton","",""
"JOHNSTON, Miss Catherine Nellie",7,"3rd Class Passenger","6607£23 9s","Southampton","",""
"JONES, Mr Charles Cresson",46,"1st Class Passenger","694£26","Southampton","Estate Manager","[80]"
"JONES, Mr Albert Hugh Brabner",17,"Victualling Crew","","Southampton","Saloon Steward (2nd class)",""
"JONES, Mr Arthur Ernest",37,"Victualling Crew","","Southampton","Plate Steward (2nd Class)",""
"JONES, Mr Harry Owen Glendower",36,"Victualling Crew","","Southampton","Roast Cook",""
"JONES, Mr Victor Reginald",20,"Victualling Crew","","Southampton","Saloon Steward (1st class)",""
"JÖNSSON, Mr Nils Hilding",27,"3rd Class Passenger","350408£7 17s 1d","Southampton","General Labourer",""
"JOUANNAULT, Mr Georges Jules",24,"Restaurant Staff","","Southampton","Assistant Sauce Cook",""
"JUKES, Mr Henry James",38,"Engineering Crew","","Southampton","Greaser",""
"JULIAN, Mr Henry Forbes",50,"1st Class Passenger","113044£26","Southampton","Metallurgist",""
"JUPE, Mr Boylett Herbert",30,"Engineering Crew","","Southampton","Electrician","[73]"
"JUSSILA, Miss Katriina",20,"3rd Class Passenger","4136£9 16s 10d","Southampton","Servant",""
"JUSSILA, Miss Mari Aina",21,"3rd Class Passenger","4137£9 16s 10d","Southampton","Servant",""
"KALLIO, Mr Nikolai Erland",17,"3rd Class Passenger","3101274£7 2s 6d","Southampton","General Labourer",""
"KALVIK, Mr Johannes Halvorsen",21,"3rd Class Passenger","8475£8 8s 8d","Southampton","General Labourer",""
"KANTOR, Mr Sinai",34,"2nd Class Passenger","244367£26","Southampton","","[283]"
"KARAJIĆ, Mr Milan",30,"3rd Class Passenger","349246£7 17s 11d","Southampton","General Labourer",""
"KARLSSON, Mr Julius Konrad Eugen",33,"3rd Class Passenger","347465£7 17s 1d","Southampton","Engineer",""
"KARLSSON, Mr Nils August",22,"3rd Class Passenger","350060£7 10s 5d","Southampton","Farmer",""
"KARNES, Mrs Claire",22,"2nd Class Passenger","13534£21","Southampton","",""
"KATAVELOS, Mr Vasilios G.",19,"3rd Class Passenger","2682£7 4s 7d","Cherbourg","Farmer","[58]"
"KEANE, Mr Daniel",35,"2nd Class Passenger","233734£12 7s","Queenstown","",""
"KEANE, Mr Andrew",23,"3rd Class Passenger","12460£7 15s","Queenstown","Farm Labourer",""
"KEARL, Mr Charles Henry",44,"Engineering Crew","","Southampton","Greaser",""
"KEARL, Mr George Edward",25,"Engineering Crew","","Southampton","Trimmer",""
"KEEGAN, Mr James",38,"Engineering Crew","","Southampton","Leading Fireman",""
"KEEPING, Mr Edwin Herbert",33,"1st Class PassengerServant","113503£211 10s","Southampton","Servant","[45]"
"KELLAND, Mr Thomas",19,"Victualling Crew","","Southampton","2nd class library steward",""
"KELLY, Mr James",19,"3rd Class Passenger","363592£8 1s","Southampton","Painter & Decorator",""
"KELLY, Mr James",44,"3rd Class Passenger","330911£7 16s 7d","Queenstown","Farm Labourer","[70]"
"KELLY, Mr James",44,"Engineering Crew","","Southampton","Greaser",""
"KELLY, Mr William Patrick",23,"Engineering Crew","","Belfast","Assistant Electrician",""
"KEMP, Mr Thomas Hulman",43,"Engineering Crew","","Belfast","Extra Assistant 4th Engineer (Refrigeration)",""
"KENNELL, Mr Charles",30,"Victualling Crew","","Southampton","Hebrew Cook",""
"KENT, Mr Edward Austin",58,"1st Class Passenger","11771£29 14s","Cherbourg","Architect","[258]"
"KENYON, Mr Frederick Roland",41,"1st Class Passenger","17464£51 17s 3d","Southampton","",""
"KENZLER, Mr August",44,"Engineering Crew","","Belfast","Storekeeper",""
"KERLEY, Mr William Thomas",28,"Victualling Crew","","Southampton","Assistant Saloon Steward (2nd class)",""
"KERR, Mr Thomas Russell",26,"Engineering Crew","","Southampton","Fireman",""
"KETCHLEY, Mr Henry",36,"Victualling Crew","","Belfast","Saloon Steward",""
"KHALIL, Mr Betros",25,"3rd Class Passenger","2660£14 9s 1d","Cherbourg","Farm Labourer",""
"KHALIL, Mrs Zahie",20,"3rd Class Passenger","2660£14 9s 1d","Cherbourg","Farm Labourer",""
"KHALĪL 'ATTA ALLĀH, Mr Sulaymān",27,"3rd Class Passenger","2672£7 4s 6d","Cherbourg","Farm Labourer",""
"KIERAN, Mr James William",35,"Victualling Crew","","Southampton","Chief 3rd Class Steward",""
"KIERAN, Mr Edgar Michael",34,"Victualling Crew","","Southampton","Storekeeper",""
"KIERNAN, Mr John Joseph",26,"3rd Class Passenger","367227£7 15s","Queenstown","General Labourer",""
"KIERNAN, Mr Philip",22,"3rd Class Passenger","367229£7 15s","Queenstown","General Labourer",""
"KILGANNON, Mr Thomas",21,"3rd Class Passenger","36865£7 14s 9d","Queenstown","Farm Labourer",""
"KINCHENTEN, Mr Frederick Charles",36,"Engineering Crew","","Southampton","Greaser",""
"KING, Mr Thomas Walter",42,"Deck Crew","","Southampton","Master-at-arms",""
"KING, Mr Alfred John Moffett",18,"Victualling Crew","","Southampton","Lift Steward","[238]"
"KING, Mr Ernest Waldron",28,"Victualling Crew","","Southampton","Clerk (1st class)","[321]"
"KINGSCOTE, Mr William Ford",48,"Victualling Crew","","Southampton","Saloon Steward (1st class)",""
"KINK, Miss Maria",23,"3rd Class Passenger","315152£8 13s 3d","Southampton","",""
"KINK, Mr Vincenz",26,"3rd Class Passenger","315151£8 13s 3d","Southampton","Magazineer",""
"KINSELLA, Mr Louis",30,"Engineering CrewSubstitute Crew","","Southampton","Fireman",""
"KIRKALDY, Mr Thomas Benjamin",35,"Victualling Crew","","Southampton","Bed Room Steward",""
"KIRKHAM, Mr James",43,"Engineering Crew","","Southampton","Greaser",""
"KIRKLAND, Fr Charles Leonard",71,"2nd Class Passenger","219533£12 7s","Queenstown","Priest / Minister",""
"KITCHING, Mr Arthur Alfred",31,"Victualling Crew","","Southampton","Saloon Steward (1st class)",""
"KLABER, Mr Herman",41,"1st Class Passenger","113028£26 11s","Southampton","Businessman",""
"KLASÉN, Mr Klas Albin",18,"3rd Class Passenger","350404£7 17s 1d","Southampton","Farm Labourer",""
"KLASÉN, Miss Gertrud Emilia",1,"3rd Class Passenger","350405£12 3s 8d","Southampton","",""
"KLASÉN, Mrs Hulda Kristina Eugenia",36,"3rd Class Passenger","350405£12 3s 8d","Southampton","Housewife",""
"KLEIN, Mr Herbert",34,"Victualling Crew","","Southampton","Barber",""
"KNIGHT, Mr Robert",42,"2nd Class PassengerH&W Guarantee Group",239855,"Belfast","Fitter",""
"KNIGHT, Mr Leonard George",21,"Victualling Crew","","Southampton","Steward (3rd class)",""
"KOLEV, Mr Sotir",24,"3rd Class Passenger","349209£7 17s 11d","Southampton","General Labourer",""
"KOLEV, Mr Petr",36,"3rd Class Passenger","349210£7 17s 11d","Southampton","General Labourer",""
"KRAEFF, Mr Theodor","","3rd Class Passenger","349253£7 17s 11d","Cherbourg","General Labourer",""
"KRINS, Mr Georges Alexandre",23,"2nd Class PassengerMusician",250654,"Southampton","Musician",""
"KUTSCHER (LITHMAN), Mr Simon",27,"3rd Class Passenger","251£7 11s","Southampton","Baker",""
"KVILLNER, Mr Johan Henrik Johannesson",31,"2nd Class Passenger","18723£10 10s","Southampton","Mechanical Engineer","[165]"
"LACEY, Mr Bertie William",19,"Victualling Crew","","Southampton","Assistant Saloon steward, 2nd Class",""
"LAHHŪD ISHAQ MU'AWWAD, Mr Sarkīs",35,"3rd Class Passenger","2624£7 4s 6d","Cherbourg","General Labourer",""
"LAHTINEN, Rev. William",35,"2nd Class Passenger","250651£26","Southampton","Priest / Minister",""
"LAHTINEN, Mrs Anna Amelia",34,"2nd Class Passenger","250651£26","Southampton","",""
"LAHY, Mr T.",41,"Engineering Crew","","Southampton","Fireman",""
"LAITINEN, Miss Kristina Sofia",38,"3rd Class Passenger","4135£9 11s 9d","Southampton","Housekeeper",""
"LAKE, Mr William",46,"Victualling Crew","","Belfast","Saloon Steward (1st class)",""
"LAM, Mr Len",23,"3rd Class Passenger","1601£56 9s 11d","Southampton","Seaman",""
"LAMB, Mr John J.",31,"2nd Class Passenger","240261£10 14s 2d","Queenstown","Jeweller",""
"LANE, Mr Patrick",16,"3rd Class Passenger","7935£7 15s","Queenstown","Farm Labourer",""
"LANE, Mr Albert Edward",33,"Victualling Crew","","Southampton","Saloon Steward (1st class)",""
"LAROCHE, Mr Joseph Philippe Lemercier",25,"2nd Class Passenger","2123£41 11s 7d","Cherbourg","Engineer",""
"LARSSON, Mr August Viktor",29,"3rd Class Passenger","7545£9 9s 8d","Southampton","Locksmith",""
"LARSSON, Mr Bengt Edvin",29,"3rd Class Passenger","347067£7 15s 6d","Southampton","General Labourer",""
"LATIMER, Mr Andrew",55,"Victualling Crew","","Belfast","Chief Steward",""
"LAWRANCE, Mr Arthur",36,"Victualling Crew","","Belfast","Saloon Steward (1st class)","[90]"
"LEADER, Mr Archibald",22,"Victualling Crew","","Southampton","Confectioner",""
"LEE, Mr Herbert Henry",17,"Engineering Crew","","Southampton","Trimmer",""
"LEFEBVRE, Mrs Frances Marie",40,"3rd Class Passenger","4133£25 9s 4d","Southampton","",""
"LEFEBVRE, Master Henry",5,"3rd Class Passenger","4133£25 9s 4d","Southampton","",""
"LEFEBVRE, Miss Ida",3,"3rd Class Passenger","4133£25 9s 4d","Southampton","",""
"LEFEBVRE, Miss Jeannie",8,"3rd Class Passenger","4133£25 9s 4d","Southampton","",""
"LEFEBVRE, Miss Mathilde",12,"3rd Class Passenger","4133£25 9s 4d","Southampton","",""
"LEFEBVRE, Mr Paul Georges",35,"Victualling Crew","","Southampton","Saloon Steward","[211]"
"LEINONEN, Mr Antti Gustaf",32,"3rd Class Passenger","3101292£7 18s 6d","Southampton","",""
"LENNON, Mr Denis",20,"3rd Class Passenger","370371£15 10s","Queenstown","General Labourer",""
"LEONARD, Mr Matthew",25,"Victualling Crew","","Belfast","3rd Class Steward",""
"LESTER, Mr James",41,"3rd Class Passenger","48871£24 3s","Southampton","Dipper",""
"LEVETT, Mr George Alfred",25,"Victualling Crew","","Belfast","Assistant Pantryman Steward (1st Class)",""
"LÉVY, Mr René Jacques",36,"2nd Class Passenger","2163£12 17s 6d","Southampton","Chemist",""
"LEWY, Mr Ervin G.",30,"1st Class Passenger","17612£27 14s 5d","Cherbourg","Jeweller",""
"LEYSON, Mr Robert William Norman",25,"2nd Class Passenger","29566£10 10s","Southampton","Solicitor","[108]"
"LIEVENS, Mr René Aimé",24,"3rd Class Passenger","345781£9 10s","Southampton","Farmer",""
"LIGHT, Mr Christopher William",20,"Engineering Crew","","Southampton","Fireman",""
"LIGHT, Mr W.",47,"Engineering Crew","","Southampton","Fireman",""
"LIGHT, Mr Charles Edward",24,"Victualling Crew","","Southampton","Plate Steward (1st class)",""
"LIND, Mr Erik Gustaf",42,"1st Class Passenger","17475£26 11s","Southampton","Businessman",""
"LINDAHL, Miss Agda Thorilda Viktoria",25,"3rd Class Passenger","347071£7 15s 6d","Southampton","",""
"LINDBLOM, Miss Augusta Charlotta",45,"3rd Class Passenger","347073£7 15s","Southampton","",""
"LINDELL, Mr Edvard Bengtsson",36,"3rd Class Passenger","349910£15 11s","Southampton","General Labourer","A"
"LINDELL, Mrs Elin Gerda",30,"3rd Class Passenger","349910£15 11s","Southampton","","A"
"LINEHAN, Mr Michael",21,"3rd Class Passenger","330971£7 17s 7d","Queenstown","Farm Labourer",""
"LING, Mr Lee",28,"3rd Class Passenger","1601£56 9s 11d","Southampton","Seaman",""
"LINGANE, Mr John",61,"2nd Class Passenger","235509£12 7s","Queenstown","Gentleman",""
"LINHART, Mr Wenzel",28,"3rd Class Passenger","345775£9 10s","Southampton","Baker","[298]"
"LIVSHIN, Mr David",25,"3rd Class Passenger","374887£7 5s","Southampton","Jeweller","B"
"LLOYD, Mr William",29,"Engineering CrewSubstitute Crew","","Southampton","Fireman",""
"LLOYD, Mr Humphrey",41,"Victualling Crew","","Belfast","Saloon Steward (1st class)","[57]"
"LOBB, Mr William Arthur",31,"3rd Class Passenger","3336£16 2s","Southampton","Engineer",""
"LOBB, Mrs Cordelia",34,"3rd Class Passenger","3336£16 2s","Southampton","","[55]"
"LOCKE, Mr Albert George",33,"Victualling CrewSubstitute Crew","","Southampton","Scullion",""
"LOCKYER, Mr Edward Thomas",19,"3rd Class Passenger","1222£7 17s 7d","Southampton","Grocers Assistant","[153]"
"LONG, Mr Milton Clyde",29,"1st Class Passenger","113501£30","Southampton","","[126]"
"LONG, Mr Frank",31,"Engineering Crew","","Southampton","Trimmer",""
"LONG, Mr William",36,"Engineering Crew","","Southampton","Trimmer",""
"LONGMUIR, Mr John Dickson",19,"Victualling Crew","","Southampton","Assistant Pantry Steward (2nd class)",""
"LORING, Mr Joseph Holland",30,"1st Class Passenger","113801£45 10s","Southampton","Stockbroker",""
"LOUCH, Mr Charles",50,"2nd Class Passenger","3085£26","Southampton","Saddler","[121]"
"LOVELL, Mr John Hall",20,"3rd Class Passenger","21173£7 5s","Southampton","Farmer",""
"LOVELL, Mr John",37,"Victualling Crew","","Southampton","Grill Cook",""
"LUNDAHL, Mr Johan Svensson",50,"3rd Class Passenger","347743£7 1s 1d","Southampton","General Labourer",""
"LYDIATT, Mr Charles",45,"Victualling Crew","","Southampton","Saloon Steward (1st class)",""
"LYMPEROPOULUS, Mr Panagiotis K.",30,"3rd Class Passenger","2683£6 8s 9d","Cherbourg","General Labourer","[196]"
"LYNTAKOFF, Mr Stanko",44,"3rd Class Passenger","349235£7 17s 11d","Southampton","General Labourer",""
"LYONS, Mr William Henry",25,"Deck Crew","","Southampton","Able Seaman",4
"MABEY, Mr John Charles",23,"Victualling Crew","","Southampton","3rd Class Steward",""
"MACK, Mrs Mary",57,"2nd Class Passenger","S.O./C. 3£10 10s","Southampton","","[52]"
"MACKAY, Mr George William",20,"3rd Class Passenger","42795£7 11s","Southampton","Footman",""
"MACKIE, Mr William Dickson",32,"Engineering Crew","","Belfast","Junior 5th. Engineer",""
"MACKIE, Mr George William",34,"Victualling Crew","","Southampton","2nd Class Bedroom Steward",""
"MÄENPÄÄ, Mr Matti Alexanteri",22,"3rd Class Passenger","3101275£7 2s 6d","Southampton","",""
"MAGUIRE, Mr John Edward",30,"1st Class Passenger","110469£26","Southampton","",""
"MAHON, Miss Bridget Delia",20,"3rd Class Passenger","330924£7 17s 7d","Queenstown","",""
"MAJOR, Mr Thomas Edgar",35,"Victualling Crew","","Belfast","Bathroom Steward (1st Class)",""
"MÄKINEN, Mr Kalle Edvard",29,"3rd Class Passenger","3101268£7 18s 6d","Southampton","General Labourer",""
"MALACHARD, Mr Jean-Noël",25,"2nd Class Passenger","237735£15 11d","Cherbourg","",""
"MALLET, Mr Albert Denis Pierre",45,"2nd Class Passenger","2079£37 1d","Cherbourg","Merchant",""
"MANGAN, Miss Mary",32,"3rd Class Passenger","364850£7 15s","Queenstown","","[61]"
"MANGIAVACCHI, Mr Emilio Giovanni Andrea Onorato",47,"2nd Class Passenger","32861£15 11s 7d","Cherbourg","Clerk",""
"MANTLE, Mr Roland Frederick",40,"Victualling Crew","","Southampton","3rd Class Steward",""
"MARCH, Mr John Starr",50,"Victualling CrewPostal Clerk","","Southampton","Postal Clerk / Postman","[225]"
"MARDIROSIAN, Mr Sarkis",25,"3rd Class Passenger","2655£7 4s 7d","Cherbourg","Farm Labourer",""
"MARETT, Mr George John",26,"Engineering Crew","","Southampton","Fireman",""
"MARINKO, Mr Dmitri",23,"3rd Class Passenger","349238£7 17s 11d","Southampton","",""
"MARKOFF, Mr Marin",35,"3rd Class Passenger","349213£7 17s 11d","Southampton","General Labourer",""
"MARKS, Mr James",27,"Victualling Crew","","Southampton","Assistant Pantryman Steward (1st Class)",""
"MARKUN, Mr Johann",33,"3rd Class Passenger","349257£7 17s 11d","Cherbourg","General Labourer",""
"MARRIOTT, Mr John William",21,"Victualling Crew","","Southampton","Assistant Pantryman Steward (1st Class)","[2]"
"MARSH, Mr Frederick Charles",39,"Engineering Crew","","Southampton","Fireman","[268]"
