id,Name,Age,Class/Dept,Ticket,Joined,Job,Boat [Body]
41,"ANDERSSON, Miss Ebba Iris Alfrida",6,3rd Class Passenger,347082£31 5s 6d,Southampton,,
42,"ANDERSSON, Master Sigvard Harald Elias",4,3rd Class Passenger,347082£31 5s 6d,Southampton,,
43,"ANDERSSON, Miss Ellis Anna Maria",2,3rd Class Passenger,347082£31 5s 6d,Southampton,,
44,"ANDREASSON, Mr Pål Edvin",20,3rd Class Passenger,347466£7 17s 1d,Southampton,General Labourer,
45,"ANDREW, Mr Edgar Samuel",17,2nd Class Passenger,231945£11 10s,Southampton,,
46,"ANDREW, Mr Frank Thomas",26,2nd Class Passenger,34050£10 10s,Southampton,Miner,
47,"ANDREWS, Mr Thomas",39,1st Class PassengerH&W Guarantee Group,112050,Belfast,Shipbuilder,
48,"ANGLE, Mr William",31,2nd Class Passenger,226875£26,Southampton,Tile Maker,
49,"ARNOLD-FRANCHI, Mr Josef",25,3rd Class Passenger,349237£17 16s,Southampton,General Labourer,
50,"ARNOLD-FRANCHI, Mrs Josefine",18,3rd Class Passenger,349237£17 16s,Southampton,,
51,"ARONSSON, Mr Ernst Axel Algot",25,3rd Class Passenger,349911£7 15s 6d,Southampton,General Labourer,
52,"ARTAGAVEYTIA, Mr Ramon",71,1st Class Passenger,17609£49 10s 1d,Cherbourg,Businessman,[22]
53,"ASHBY, Mr John",57,2nd Class Passenger,244346£13,Southampton,,
54,"ASHCROFT, Mr Austin Aloysius",26,Victualling Crew,,Southampton,Clerk,
55,"ASHE, Mr Henry Wellesley",41,Victualling Crew,,Southampton,Glory hole steward (3rd class),[34]
56,"ASIM, Mr Adola",35,3rd Class Passenger,3101310£7 1s,Southampton,General Labourer,
57,"ASPESLAGH, Mr Georges",26,Restaurant Staff,,Southampton,Assistant Plateman,
58,"ASPLUND, Mr Carl Oscar Vilhelm Gustafsson",40,3rd Class Passenger,347077£31 7s 9d,Southampton,General Labourer,[142]
59,"ASPLUND, Master Carl Edgar",5,3rd Class Passenger,347077£31 7s 9d,Southampton,,
60,"ASPLUND, Master Filip Oscar",13,3rd Class Passenger,347077£31 7s 9d,Southampton,,
61,"ASPLUND, Master Clarence Gustaf Hugo",9,3rd Class Passenger,347077£31 7s 9d,Southampton,,
62,"ASSAM, Mr Ali",23,3rd Class Passenger,3101309£7 1s,Southampton,General Labourer,
63,"ASTOR, Colonel John Jacob",47,1st Class Passenger,17757£247 10s 6d,Cherbourg,Property Developer / Real Estate,[124]
64,"ATĀ ALLĀH, Miss Malakah",18,3rd Class Passenger,2627£14 9s 2d,Cherbourg,,
65,"ATTALA, Mr Sleiman Khalil",27,3rd Class Passenger,2694£7 4s 6d,Cherbourg,Journalist,
66,"AUGUSTSSON, Mr Albert",23,3rd Class Passenger,347468£7 17s 1d,Southampton,General Labourer,
67,"AYLING, Mr Edwin George",23,Victualling Crew,,Southampton,Assistant Vegetable Cook,
68,"BACK, Mr Charles Frederick",37,Victualling Crew,,Belfast,Assistant Lounge Steward,
69,"BACKSTRÖM, Mr Karl Alfred",32,3rd Class Passenger,3101278£15 17s,Southampton,General Labourer,
70,"BADT, Mr Mohamed",40,3rd Class Passenger,2623£7 4s 6d,Cherbourg,Farmer,
71,"BAGLEY, Mr Edward Henry",33,Victualling Crew,,Southampton,Saloon Steward,
72,"BAILEY, Mr Percy",18,2nd Class Passenger,29108£11 10s,Southampton,Butcher's Assistant,
73,"BAILEY, Mr George Frank",46,Engineering Crew,,Southampton,Fireman,
74,"BAILEY, Mr George",44,Victualling Crew,,Belfast,Saloon Steward,[161]
75,"BAINBRIGGE, Mr Charles Robert",22,2nd Class Passenger,31030£10 10s,Southampton,Horse Trainer,
76,"BAINES, Mr Richard",58,Engineering Crew,,Southampton,Greaser,
77,"BALIKIĆ, Mr Ćerim",26,3rd Class Passenger,349248£7 17s 11d,Southampton,General Labourer,
78,"BANEWER, Mr Solomon",42,2nd Class Passenger,211535£13,Southampton,Merchant,
79,"BANFI, Mr Ugo",24,Restaurant Staff,,Southampton,Waiter,
80,"BANFIELD, Mr Frederick James",28,2nd Class Passenger,34068£10 10s,Southampton,Miner,
81,"BANNON, Mr John Joseph",34,Engineering Crew,,Southampton,Greaser,
82,"BARBARA, Mrs Catherine David",45,3rd Class Passenger,2691£14 9s 1d,Cherbourg,Housekeeper,
83,"BARBARA, Miss Saiide",18,3rd Class Passenger,2691£14 9s 1d,Cherbourg,Housekeeper,
84,"BARKER, Mr Albert Vale",19,Victualling Crew,,Southampton,Baker,
85,"BARKER, Mr Ernest Thomas",40,Victualling Crew,,Southampton,Saloon Steward (1st class),[159]
86,"BARKER, Mr Reginald Lomond",42,Victualling Crew,,Belfast,"Second Purser, 1st Class",
87,"BARLOW, Mr Charles Henry",30,Engineering Crew,,Southampton,Fireman,
88,"BARLOW, Mr George",39,Victualling Crew,,Southampton,Bed Room Steward,
89,"BARNES, Mr Charles",29,Engineering Crew,,Southampton,Fireman,
90,"BARNES, Mr John",39,Engineering Crew,,Southampton,Fireman,
91,"BARNES, Mr Frederick Charles",40,Victualling Crew,,Southampton,Assistant baker,[26]
92,"BARRATT, Mr Arthur",16,Victualling Crew,,Southampton,Bell Boy,
93,"BARRETT, Mr Frederick William",33,Engineering Crew,,Southampton,Fireman,
94,"BARRINGER, Mr Arthur William",34,Victualling Crew,,Belfast,Saloon Steward (1st class),
95,"BARROW, Mr Charles Henry John",35,Victualling Crew,,Southampton,Assistant butcher,
96,"BARROWS, Mr Edward William Peter",32,Victualling Crew,,Southampton,Saloon Steward,
97,"BARRY, Miss Julia",30,3rd Class Passenger,330844£7 17s 7d,Queenstown,Housekeeper,
98,"BARTON, Mr David John",22,3rd Class Passenger,324669£8 1s,Southampton,General Labourer,
99,"BARTON, Mr Sidney John",26,Victualling Crew,,Southampton,3rd Class Steward,
100,"BASILICO, Mr Giovanni",27,Restaurant Staff,,Southampton,Waiter,
101,"BATEMAN, Revd Robert James",52,2nd Class Passenger,1166£12 10s 6d,Southampton,Priest / Minister,[174]
102,"BATOSHEV, Mr Hristo Lalev",23,3rd Class Passenger,349217£7 17s 11d,Southampton,General Labourer,
103,"BAUMANN, Mr John David",48,1st Class Passenger,17318£25 18s 6d,Cherbourg,Businessman,
104,"BAXTER, Mr Quigg Edmond",24,1st Class Passenger,17558£247 10s 5d,Cherbourg,,
105,"BAXTER, Mr Harry Ross",53,Victualling Crew,,Southampton,3rd Class Steward,
106,"BAXTER, Mr Thomas Ferguson",55,Victualling Crew,,Southampton,Linen Steward (1st class),[235]
107,"BAZZĪ, Mr Rashīd Al-Hāj 'Adb al-Husayn",30,3rd Class Passenger,2629£7 4s 7d,Cherbourg,,
108,"BAZZI, Sig. Narciso",33,Restaurant Staff,,Southampton,Waiter,
109,"BEATTIE, Mr Thomson",36,1st Class Passenger,13050£75 4s 10d,Southampton,Landowner,A [331]
110,"BEATTIE, Mr Joseph John",40,Engineering Crew,,Belfast,Greaser,
111,"BEAUCHAMP, Mr Henry James",43,2nd Class Passenger,244358£26,Southampton,Club Head Steward,
112,"BEAVAN, Mr William Thomas",20,3rd Class Passenger,323951£8 1s,Southampton,General Labourer,
113,"BEDFORD, Mr William Barnett",31,Victualling Crew,,Southampton,Assistant Roast Cook,
114,"BEEDEM, Mr George Arthur",35,Victualling Crew,,Southampton,2nd Class Bedroom Steward,
115,"BEERE, Mr William",19,Victualling Crew,,Southampton,Kitchen Porter,
116,"BELL, Mr Joseph",51,Engineering Crew,,Belfast,Chief Engineer,
117,"BENDELL, Mr Frank",23,Engineering Crew,,Southampton,Fireman,
118,"BENGTSSON, Mr Jan Viktor",26,3rd Class Passenger,347068£7 15s 6d,Southampton,General Labourer,
119,"BENHAM, Mr Fred John",29,Victualling Crew,,Southampton,Saloon Steward (2nd class),
120,"BENNETT, Mr George Alfred",30,Engineering Crew,,Southampton,Fireman,
121,"BENVILLE, Mr Edward",47,Engineering Crew,,Southampton,Fireman,
122,"BERGLUND, Mr Karl Ivar Sven",22,3rd Class Passenger,4348£9 7s,Southampton,General Labourer,
123,"BERNARDI, Sig. Battista",22,Restaurant Staff,,Southampton,Assistant Waiter,[215]
124,"BERRIMAN, Mr William John",23,2nd Class Passenger,28425£13,Southampton,,
125,"BESSANT, Mr William Edward Lowe",40,Engineering Crew,,Southampton,Fireman,
126,"BESSANT, Mr Edward",31,Victualling Crew,,Southampton,1st class baggage steward,
127,"BEST, Mr Edwin Alfred",40,Victualling Crew,,Belfast,Saloon Steward (1st class),
128,"BEUX, Mr David",25,Restaurant Staff,,Southampton,Assistant Waiter,
129,"BEVIS, Mr Joseph Henry",22,Engineering Crew,,Southampton,Trimmer,
130,"BIDDLECOMBE, Mr Reginald Charles",31,Engineering Crew,,Southampton,Fireman,
131,"BIÉTRIX, Mr George Baptiste",28,Restaurant Staff,,Southampton,Cook,
132,"BIGGS, Mr Edward Charles",20,Engineering Crew,,Southampton,Fireman,
133,"BILLOWS, Mr James",20,Engineering Crew,,Southampton,Trimmer,
134,"BIRKELAND, Mr Hans Martin Monsen",21,3rd Class Passenger,312992£7 15s 6d,Southampton,Seaman,
135,"BIRNBAUM, Mr Jakob",24,1st Class Passenger,13905£26,Cherbourg,Diamond Dealer,[148]
136,"BISHOP, Mr Walter Alexander",34,Victualling Crew,,Belfast,1st Class Bedroom Steward,
137,"BJÖRKLUND, Mr Ernst Heribert",18,3rd Class Passenger,347090£7 15s,Southampton,General Labourer,
138,"BLACK, Mr D.",41,Engineering CrewSubstitute Crew,,Southampton,Fireman,
139,"BLACK, Mr Alexander",28,Engineering Crew,,Southampton,Fireman,
140,"BLACKMAN, Mr Albert Edward",23,Engineering Crew,,Southampton,Fireman,
141,"BLACKWELL, Mr Stephen Weart",45,1st Class Passenger,113784£35 10s,Southampton,Businessman,
142,"BLADES, Mr Frederick Charles",17,Victualling Crew,,Southampton,Lift Steward,
143,"BLAKE, Mr John Douglas Stanley George",26,Engineering Crew,,Belfast,Mess Steward,
144,"BLAKE, Mr Thomas Henry",36,Engineering Crew,,Southampton,Fireman,
145,"BLANEY, Mr James",32,Engineering Crew,,Southampton,Fireman,
146,"BLANN, Mr Eustace Horatius",21,Engineering Crew,,Southampton,Fireman,
147,"BLUMET, Mr Jean Baptiste",26,Restaurant Staff,,Southampton,Pantryman,
148,"BOCHATAY, Mr Alexis Joseph",30,Victualling Crew,,Southampton,Chef,
149,"BOCHET, Mr Pietro Giuseppe",43,Restaurant Staff,,Southampton,Waiter,
150,"BOGIE, Mr Norman Leslie",59,Victualling Crew,,Southampton,2nd Class Bedroom Steward,[274]
151,"BOLHUIS, Mr Hendrik",27,Restaurant Staff,,Southampton,Larder Cook,
152,"BOND, Mr William John",45,Victualling Crew,,Belfast,Bed Room Steward,
153,"BOOTHBY, Mr Walter Thomas",37,Victualling Crew,,Southampton,2nd Class Bedroom Steward,[107]
154,"BOREBANK, Mr John James",41,1st Class Passenger,110489£26 11s,Southampton,Property Developer / Real Estate,
155,"BOSTANDJIEV, Mr Gencho",26,3rd Class Passenger,349224£7 17s 11d,Southampton,General Labourer,
156,"BOSTON, Mr William John",32,Victualling Crew,,Belfast,Assistant Deck Steward (1st Class),
157,"BOTSFORD, Mr William Hull",25,2nd Class Passenger,237670£13,Southampton,,
158,"BOTT, Mr William Thomas",46,Engineering Crew,,Southampton,Greaser,
159,"BOUGHTON, Mr Bernard John",24,Victualling Crew,,Southampton,First class saloon steward,
160,"BOULOS, Mr Hanna",18,3rd Class Passenger,2664£7 4s 6d,Cherbourg,General Labourer,
161,"BOURKE, Mr John",42,3rd Class Passenger,364849£15 10s,Queenstown,Farmer,
162,"BOURKE, Mrs Catherine",32,3rd Class Passenger,364849£15 10s,Queenstown,Housewife,
163,"BOURKE, Miss Mary",40,3rd Class Passenger,364848£7 15s,Queenstown,,
164,"BOWEN, Mr David John 'Dai'",20,3rd Class Passenger,54636£16 2s,Southampton,Pugilist,
165,"BOYD, Mr John",37,Victualling Crew,,Southampton,Saloon Steward (1st class),
166,"BOYES, Mr John Henry",36,Victualling Crew,,Belfast,Saloon Steward (1st class),
167,"BRACKEN, Mr James Hollen",30,2nd Class Passenger,220367£13,Southampton,Stockman,
168,"BRADLEY, Mr Thomas Henry",28,Deck Crew,,Southampton,Able Seaman,
169,"BRADLEY, Mr Patrick Joseph",38,Engineering Crew,,Southampton,Fireman,
170,"BRADSHAW, Mr John Albert Perkin",42,Victualling Crew,,Southampton,Plate Steward (1st Class),
171,"BRADY, Mr John Bertram",41,1st Class Passenger,113054£30 10s,Southampton,Businessman,
172,"BRAF, Miss Elin Ester Maria",20,3rd Class Passenger,347471£7 17s 1d,Southampton,Servant,
173,"BRAILEY, Mr William Theodore Ronald",24,2nd Class PassengerMusician,250654,Southampton,Musician,
174,"BRANDEIS, Mr Emil Franklin",48,1st Class Passenger,17591£50 9s 11d,Cherbourg,,[208]
175,"BRAUND, Mr Lewis Richard",29,3rd Class Passenger,3460£7 11d,Southampton,Farm Labourer,
176,"BRAUND, Mr Owen Harris",22,3rd Class Passenger,21171£7 5s,Southampton,Ironmonger,
177,"BREWE, Dr Arthur Jackson",45,1st Class Passenger,112379£39 12s,Cherbourg,,
178,"BREWER, Mr H",30,Engineering Crew,,Southampton,Trimmer,
179,"BREWSTER, Mr George Henry",52,Victualling Crew,,Belfast,Bedroom Steward (1st Class),
180,"BRIANT, Mr Albert",34,Engineering Crew,,Southampton,Greaser,
181,"BRIANT, Mr Arthur",30,Engineering Crew,,Southampton,Greaser,
182,"BRICOUX, Mr Roger Marie",20,2nd Class PassengerMusician,250654,Southampton,Musician,
183,"BRISTOW, Mr Robert Charles",38,Victualling Crew,,Southampton,3rd Class Steward,[290]
184,"BRISTOW, Mr Harry",38,Victualling Crew,,Southampton,Saloon Steward,
185,"BRITO, Mr José Joaquim de",40,2nd Class Passenger,244360£13,Southampton,,
186,"BROBÄCK, Mr Karl Rudolf",22,3rd Class Passenger,350045£7 15s 11d,Southampton,Decorator,
187,"BROCKLEBANK, Mr William Alfred",40,3rd Class Passenger,364512£8 1s,Southampton,Groom,
188,"BROOKMAN, Mr John Cress",28,Victualling Crew,,Southampton,3rd Class Steward,
189,"BROOKS, Mr J.",25,Engineering Crew,,Southampton,Trimmer,
190,"BROOM, Mr Herbert George",33,Victualling Crew,,Belfast,Bath Steward,
191,"BROOME, Mr Athol Frederick",31,Victualling Crew,,Southampton,Verandah Steward (1st Class),
192,"BROWN, Mr Joseph",30,Engineering CrewSubstitute Crew,,Southampton,Fireman,
193,"BROWN, Mr Thomas William Solomon",60,2nd Class Passenger,29750£39,Southampton,Hotelier,
194,"BROWN, Mr John",28,Engineering Crew,,Southampton,Fireman,[267]
195,"BROWN, Mr Walter James",41,Victualling Crew,,Belfast,Saloon Steward (1st class),
196,"BRYHL, Mr Kurt Arnold Gottfrid",25,2nd Class Passenger,236853£26,Southampton,,
197,"BUCKLEY, Miss Catherine",23,3rd Class Passenger,329944£7 5s 8d,Queenstown,,[299]
198,"BUCKLEY, Mr H. E.",34,Victualling Crew,,Southampton,Assistant Vegetable Cook,
199,"BULL, Mr Walter Edward",36,Victualling Crew,,Southampton,Scullion,
200,"BULLEY, Mr Henry Ashburnham",21,Victualling Crew,,Southampton,Boots Steward (2nd class),
201,"BŪLUS, Mrs Sultānah",40,3rd Class Passenger,2678£15 4s 11d,Cherbourg,,
202,"BŪLUS, Miss Nūr al-'ayn",10,3rd Class Passenger,2678£15 4s 11d,Cherbourg,,
203,"BŪLUS, Master Akar",7,3rd Class Passenger,2678£15 4s 11d,Cherbourg,,
204,"BUNNELL, Mr Wilfred James",20,Victualling Crew,,Belfast,Plate Steward,
205,"BURKE, Mr Jeremiah",19,3rd Class Passenger,365222£6 15s,Queenstown,Farm Labourer,
206,"BURKE, Mr Richard Edward",29,Victualling Crew,,Belfast,Lounge Steward (1st class),
207,"BURNS, Miss Mary Delia",15,3rd Class Passenger,330963£7 17s 7d,Queenstown,,
208,"BURR, Mr Ewart Sydenham",28,Victualling Crew,,Southampton,Saloon Steward (1st class),
209,"BURROUGHS, Mr Arthur Peckham",34,Engineering Crew,,Southampton,Fireman,
210,"BURTON, Mr Edward John",35,Engineering Crew,,Southampton,Fireman,
211,"BUTLER, Mr Reginald Fenton",25,2nd Class Passenger,234686£13,Southampton,Mechanical Engineer,[97]
212,"BUTRUS-KA'WĪ, Mr Tannūs",21,3rd Class Passenger,2648£7 4s 7d,Cherbourg,Shoemaker,
213,"BUTT, Major Archibald Willingham",46,1st Class Passenger,113050£26 11s,Southampton,Military,
214,"BUTT, Mr William John",30,Engineering Crew,,Southampton,Fireman,[77]
215,"BUTT, Mr Robert Henry",21,Victualling Crew,,Southampton,Saloon Steward,[10]
216,"BUTTERWORTH, Mr Jack",23,Victualling Crew,,Southampton,Saloon Steward,[116]
217,"BYLES, Fr Thomas Roussel Davids",42,2nd Class Passenger,244310£13,Southampton,Priest / Minister,
218,"BYRNE, Mr James Edward",44,Victualling Crew,,Southampton,Bedroom Steward (2nd Class),
219,"ČAČIĆ, Mr Jego Grga",18,3rd Class Passenger,315091£8 13s 3d,Southampton,Farmer,
220,"ČAČIĆ, Mr Luka",38,3rd Class Passenger,315089£8 13s 3d,Southampton,Farmer,
221,"ČAČIĆ, Miss Marija",36,3rd Class Passenger,315084£8 13s 3d,Southampton,Farm Labourer,
222,"ČAČIĆ, Miss Manda",20,3rd Class Passenger,315087£8 13s 3d,Southampton,Farm Labourer,
223,"CAIRNS, Mr Alexander Milne",28,1st Class PassengerServant,113798£31,Southampton,Servant,
224,"CALDERWOOD, Mr Hugh",33,Engineering Crew,,Belfast,Trimmer,
225,"ČALIĆ, Mr Petar",17,3rd Class Passenger,315086£8 13s 3d,Southampton,Farm Labourer,
226,"ČALIĆ, Mr Jovo",17,3rd Class Passenger,315093£8 13s 3d,Southampton,,
227,"CAMPBELL, Mr William",20,2nd Class PassengerH&W Guarantee Group,239853,Belfast,Carpenter / Joiner,
228,"CAMPBELL, Mr Donald Samuel",28,Victualling Crew,,Southampton,3rd Class Clerk,
229,"CANAVAN, Miss Mary",22,3rd Class Passenger,364846£7 15s,Queenstown,,
230,"CANAVAN, Mr Patrick",21,3rd Class Passenger,364858£7 15s,Queenstown,General Labourer,
231,"CANN, Mr Ernest",29,3rd Class Passenger,2152£8 1s,Southampton,Miner,
232,"CANNER, Mr John",40,Engineering Crew,,Southampton,Fireman,
233,"CARAM, Mr Joseph",28,3rd Class Passenger,2689£14 9s 2d,Cherbourg,Merchant,
234,"CARAM, Mrs Maria Elias",18,3rd Class Passenger,2689£14 9s 2d,Cherbourg,Housekeeper,
235,"CARBINES, Mr William",19,2nd Class Passenger,28424£13,Southampton,Miner,[18]
236,"CARLSSON, Mr Frans Olof",33,1st Class Passenger,695£5,Southampton,,
237,"CARLSSON, Mr Carl Robert",24,3rd Class Passenger,350409£7 17s 1d,Southampton,General Labourer,
238,"CARLSSON, Mr August Sigfrid",28,3rd Class Passenger,350042£7 15s 11d,Southampton,Farmer,
239,"CARNEY, Mr William John",31,Victualling Crew,,Southampton,Lift Steward,[251]
240,"CARR, Miss Jane",45,3rd Class Passenger,368364£7 15s,Queenstown,,
241,"CARR, Mr Richard Stephen",27,Engineering Crew,,Southampton,Trimmer,
242,"CARRAU, Mr Francisco Mauro Severiano",27,1st Class Passenger,113059£47 2s,Southampton,,
243,"CARRAÚ-ESTEVES, Mr José Pedro",17,1st Class Passenger,113059£47 2s,Southampton,,
244,"CARTER, Rev. Ernest Courtenay",54,2nd Class Passenger,244252£26,Southampton,Priest / Minister,
245,"CARTER, Mrs Lilian",45,2nd Class Passenger,244252£26,Southampton,,
246,"CARTER, Mr James",46,Engineering Crew,,Southampton,Fireman,
247,"CARTWRIGHT, Mr James Edward",32,Victualling Crew,,Belfast,Saloon Steward,[320]
248,"CARVER, Mr Alfred John",27,3rd Class Passenger,370160£7 5s,Southampton,Seaman,
249,"CASALI, Mr Giulio",32,Restaurant Staff,,Southampton,Waiter,
250,"CASE, Mr Howard Brown",49,1st Class Passenger,19924£26,Southampton,,
251,"CASEY, Mr Thomas",44,Engineering Crew,,Southampton,Trimmer,
252,"CASSWILL, Mr Charles",34,Victualling Crew,,Southampton,Saloon Steward,
253,"CASTLEMAN, Mr Edward",37,Engineering Crew,,Southampton,Greaser,
254,"CAUNT, Mr William Ewart",28,Victualling Crew,,Southampton,Grill Cook,
255,"CAVE, Mr Herbert",39,Victualling Crew,,Belfast,Saloon Steward (1st class),[218]
256,"CAVENDISH, Mr Tyrell William",36,1st Class Passenger,19877£78 17s,Southampton,,[172]
257,"CECIL, Mr Charles Thomas",21,Victualling Crew,,Southampton,Steward,
258,"CELOTTI, Mr Francesco",24,3rd Class Passenger,343275£8 1s,Southampton,Stoker,
259,"CHABOISSON, Mr Adrien Firmin",25,Restaurant Staff,,Southampton,Roast Cook,
260,"CHAFFEE, Mr Herbert Fuller",46,1st Class Passenger,5734£61 3s 6d,Southampton,,
261,"CHAPMAN, Mr Charles Henry",51,2nd Class Passenger,248731£13 10s,Southampton,,[130]
262,"CHAPMAN, Mr John Henry",37,2nd Class Passenger,29037£26,Southampton,Cemetery Labourer,[17]
263,"CHAPMAN, Mrs Sarah Elizabeth",30,2nd Class Passenger,29037£26,Southampton,,
264,"CHARMAN, Mr John James",25,Victualling Crew,,Southampton,Saloon Steward (2nd class),
265,"CHARTERS, Mr David",20,3rd Class Passenger,13032£7 14s 8d,Queenstown,General Labourer,
266,"CHERRETT, Mr William Victor",24,Engineering Crew,,Southampton,Fireman,
267,"CHEVERTON, Mr William Frederick",27,Victualling Crew,,Belfast,Saloon Steward (1st class),[334]
268,"CHISHOLM, Mr Roderick",43,1st Class PassengerH&W Guarantee Group,112051,Belfast,Draughtsman,
269,"CHISNALL, Mr George Alexander",36,Engineering Crew,,Belfast,Boilermaker,[111]
270,"CHITTY, Mr Archibald George",28,Victualling Crew,,Southampton,Third Class Steward,
271,"CHITTY, Mr George Henry",50,Victualling Crew,,Southampton,Baker,
272,"CHORLEY, Mr John Henry",25,Engineering Crew,,Southampton,Fireman,
273,"CHRISTMANN, Mr Emil",29,3rd Class Passenger,343276£8 1s,Southampton,Clerk,
274,"CHRISTMAS, Mr Herbert Harry",34,Victualling Crew,,Southampton,Assistant Saloon Steward (2nd class),
275,"CHRONOPOULOS, Mr Apostolos M.",26,3rd Class Passenger,2680£14 9s 1d,Cherbourg,General Labourer,
276,"CHRONOPOULOS, Mr Dimitrios M.",21,3rd Class Passenger,2680£14 9s 1d,Cherbourg,General Labourer,
277,"CLARK, Mr Walter Miller",27,1st Class Passenger,13508£136 15s 7d,Cherbourg,,
278,"CLARKE, Mr John Frederick Preston",28,2nd Class PassengerMusician,250654,Southampton,Musician,[202]
279,"CLARKE, Mr Charles Valentine",29,2nd Class Passenger,2003£26,Southampton,Dairy Worker,
280,"CLENCH, Mr George James",31,Deck Crew,,Southampton,Able Seaman,
281,"CLIFFORD, Mr George Quincy",40,1st Class Passenger,110465£52,Southampton,,
282,"COE, Mr Harry",21,Engineering Crew,,Southampton,Trimmer,
283,"COELHO, Mr Domingos Fernandeo",20,3rd Class Passenger,3101307£7 1s,Southampton,General Labourer,
284,"COLBERT, Mr Patrick",24,3rd Class Passenger,371109£7 5s,Queenstown,Railway Porter,
285,"COLEMAN, Mr John",57,Engineering Crew,,Belfast,Engineers' Mess steward,
286,"COLEMAN, Mr Albert Edward",28,Victualling Crew,,Southampton,Saloon Steward (1st class),
287,"COLERIDGE, Mr Reginald Charles",29,2nd Class Passenger,14263£10 10s,Southampton,Advertising Consultant,
288,"COLLANDER, Mr Erik Gustaf",27,2nd Class Passenger,248740£13,Southampton,,
289,"COLLEY, Mr Edward Pomeroy",37,1st Class Passenger,5727£25 11s 9d,Southampton,Civil Engineer,
290,"COLLYER, Mr Harvey",31,2nd Class Passenger,31921£26 5s,Southampton,Grocer,
291,"COMPTON, Mr Alexander Taylor jr",37,1st Class Passenger,17756£83 3s 2d,Cherbourg,,
292,"CONLIN, Mr Thomas Henry",30,3rd Class Passenger,21332£7 14s 8d,Queenstown,General Labourer,
293,"CONNAUGHTON, Mr Michael",40,3rd Class Passenger,335097£7 15s,Queenstown,Bus Driver,
294,"CONNOLLY, Miss Kate",41,3rd Class Passenger,330972£7 12s 7d,Queenstown,,
295,"CONNORS, Mr Patrick",66,3rd Class Passenger,370369£7 15s,Queenstown,Farm Labourer,[171]
296,"CONWAY, Mr Percy Walter",25,Victualling Crew,,Belfast,Saloon Steward (2nd class),
297,"COOK, Mr Jacob",43,3rd Class Passenger,3536£8 1s,Southampton,Wood Carver,
298,"COOK, Mr Gilbert William",32,Victualling Crew,,Southampton,Saloon Steward,
299,"COOMBS, Mr Charles Augustus",45,Victualling Crew,,Southampton,Assistant Cook,
300,"COOPER, Mr Henry William",25,Engineering Crew,,Southampton,Fireman,
301,"COOPER, Mr Frederick George",24,Engineering Crew,,Southampton,Trimmer,
302,"COPPERTHWAITE, Mr Albert Harry",28,Engineering Crew,,Southampton,Fireman,
303,"ČOR, Mr Bartol",35,3rd Class Passenger,349230£7 17s 11d,Southampton,General Labourer,
304,"ČOR, Mr Ivan",27,3rd Class Passenger,349229£7 17s 11d,Southampton,General Labourer,
305,"ČOR, Mr Liudevit",19,3rd Class Passenger,349231£7 17s 11d,Southampton,General Labourer,
306,"CORBEN, Mr Ernest Theodore",27,Victualling Crew,,Southampton,Assistant Printer Steward,
307,"CORBETT, Mrs Irene",30,2nd Class Passenger,237249£13,Southampton,Musician,
308,"CORCORAN, Mr Dennis",33,Engineering Crew,,Southampton,Fireman,
309,"COREY, Mrs Mary Emma",32,2nd Class Passenger,13534£21,Southampton,Teacher,
310,"CORNAIRE, Mr Marcel Raymond André",19,Restaurant Staff,,Southampton,Assistant Roast Cook,
311,"CORNBLATT, Mr Harris",30,3rd Class Passenger,SOTON/OQ 392090£8 1s,Southampton,Upholsterer,
312,"COTTERILL, Mr Henry",21,2nd Class Passenger,29107£11 10s,Southampton,Carpenter / Joiner,
313,"COTTON, Mr Alfred",35,Engineering CrewSubstitute Crew,,Southampton,Trimmer,
314,"COUCH, Mr Frank",27,Deck Crew,,Southampton,Able Seaman,[253]
315,"COUCH, Mr Joseph Henry",49,Engineering Crew,,Southampton,Greaser,
316,"COUTIN, Mr Auguste Louis",28,Restaurant Staff,,Southampton,Entrée Cook,
317,"COX, Mr William Denton",30,Victualling Crew,,Southampton,Third class steward,[300]
318,"COXON, Mr Daniel",58,3rd Class Passenger,364500£7 5s,Southampton,Dealer,
319,"COY, Mr Francis Ernest George",27,Engineering Crew,,Belfast,Junior Assistant 3rd. Engineer,
320,"CRABB, Mr Henry James",23,Engineering Crew,,Southampton,Trimmer,
321,"CRAFTON, Mr John Bertram",58,1st Class Passenger,113791£26 11s,Southampton,Businessman,
322,"CREASE, Mr Ernest James",20,3rd Class Passenger,3464£8 3s 2d,Southampton,Tinsmith,
323,"CREESE, Mr Henry Philip",45,Engineering Crew,,Belfast,Deck Engineer,
324,"CRIBB, Mr John Hatfield",43,3rd Class Passenger,371362£16 2s,Southampton,Butler,
325,"CRISP, Mr Albert Hector",39,Victualling Crew,,Belfast,Saloon Steward,
326,"CRISPIN, Mr William",33,Victualling Crew,,Southampton,Glory Hole Steward,
327,"CROSBIE, Mr John Borthwick",45,Victualling Crew,,Southampton,Turkish Bath Attendant,
328,"CROSBY, Captain Edward Gifford",70,1st Class Passenger,5735£71,Southampton,,[269]
329,"CROSS, Mr William Alfred",44,Engineering Crew,,Southampton,Fireman,
330,"CROVELLA, Mr Paolo Luigi",16,Restaurant Staff,,Southampton,Assistant Waiter,
331,"CRUMPLIN, Mr Charles George Chandler",35,Victualling Crew,,Belfast,Bed Room Steward,
